(1665.84, 4.7, 36488, 36488, 36552, 36424, 0, 'ok')
(1665.89, 4.7, 36520, 36520, 36520, 36424, 0, 'ok')
(1665.94, 4.7, 36488, 36456, 36616, 36456, 0, 'ok')
(1665.99, 4.7, 36488, 36520, 36616, 36424, 0, 'ok')
(1666.04, 4.7, 36488, 36488, 36520, 36424, 0, 'ok')
(1666.09, 4.7, 36488, 36520, 36584, 36424, 0, 'ok')
(1666.15, 4.7, 36520, 36456, 36552, 36424, 0, 'ok')
(1666.2, 4.7, 36456, 36520, 36552, 36424, 0, 'ok')
(1666.25, 4.7, 36488, 36488, 36520, 36424, 0, 'ok')
(1666.3, 4.7, 36488, 36488, 36552, 36392, 0, 'ok')
(1666.35, 4.7, 36488, 36456, 36616, 36424, 0, 'ok')
(1666.41, 4.7, 36488, 36520, 36616, 36424, 0, 'ok')
(1666.46, 4.7, 36488, 36456, 36520, 36424, 0, 'ok')
(1666.51, 4.7, 36488, 36488, 36520, 36456, 0, 'ok')
(1666.56, 4.7, 36488, 36488, 36520, 36424, 0, 'ok')
(1666.62, 4.7, 36488, 36488, 36584, 36392, 0, 'ok')
(1666.67, 4.7, 36488, 36456, 36520, 36456, 0, 'ok')
(1666.72, 4.7, 36488, 36520, 36520, 36360, 0, 'ok')
(1666.77, 4.7, 36488, 36456, 36552, 36424, 0, 'ok')
(1666.82, 4.7, 36488, 36456, 36552, 36392, 0, 'ok')
(1666.88, 4.7, 36488, 36488, 36616, 36424, 0, 'ok')
(1666.93, 4.7, 36456, 36488, 36584, 36456, 0, 'ok')
(1666.98, 4.7, 36488, 36552, 36520, 36392, 0, 'ok')
(1667.03, 4.7, 36488, 36456, 36488, 36424, 0, 'ok')
(1667.08, 4.7, 36488, 36520, 36552, 36424, 0, 'ok')
(1667.14, 4.7, 36488, 36456, 36520, 36456, 0, 'ok')
(1667.19, 4.7, 36488, 36456, 36488, 36392, 0, 'ok')
(1667.24, 4.7, 36488, 36488, 36488, 36424, 0, 'ok')
(1667.29, 4.7, 36520, 36488, 36552, 36424, 0, 'ok')
(1667.34, 4.7, 36488, 36520, 36584, 36424, 0, 'ok')
