(1454.57, 0.0, 30407, 30919, 30183, 30311, 0, 'ok')
(1454.62, 0.0, 30375, 30919, 30183, 30343, 0, 'ok')
(1454.68, 0.0, 30375, 30951, 30183, 30311, 0, 'ok')
(1454.73, 0.0, 30375, 30887, 30183, 30311, 0, 'ok')
(1454.78, 0.0, 30375, 30855, 30183, 30311, 0, 'ok')
(1454.83, 0.0, 30407, 30919, 30183, 30311, 0, 'ok')
(1454.88, 0.0, 30407, 30855, 30151, 30311, 0, 'ok')
(1454.94, 0.0, 30375, 30855, 30183, 30311, 0, 'ok')
(1454.99, 0.0, 30375, 30919, 30183, 30311, 0, 'ok')
(1455.04, 0.0, 30407, 30887, 30183, 30311, 0, 'ok')
(1455.09, 0.0, 30407, 30951, 30183, 30311, 0, 'ok')
(1455.14, 0.0, 30407, 30887, 30183, 30311, 0, 'ok')
(1455.2, 0.0, 30407, 30887, 30183, 30311, 0, 'ok')
(1455.25, 0.0, 30375, 30855, 30151, 30311, 0, 'ok')
(1455.3, 0.0, 30407, 30855, 30183, 30311, 0, 'ok')
(1455.35, 0.0, 30407, 30951, 30183, 30343, 0, 'ok')
(1455.4, 0.0, 30375, 30855, 30183, 30311, 0, 'ok')
(1455.46, 0.0, 30375, 30887, 30151, 30311, 0, 'ok')
(1455.51, 0.0, 30375, 30887, 30183, 30311, 0, 'ok')
(1455.56, 0.0, 30407, 30919, 30183, 30311, 0, 'ok')
(1455.61, 0.0, 30375, 30919, 30183, 30311, 0, 'ok')
(1455.67, 0.0, 30407, 30855, 30183, 30311, 0, 'ok')
(1455.72, 0.0, 30375, 30855, 30183, 30311, 0, 'ok')
(1455.77, 0.0, 30407, 30919, 30151, 30311, 0, 'ok')
(1455.82, 0.0, 30407, 30823, 30183, 30311, 0, 'ok')
(1455.88, 0.0, 30407, 30887, 30183, 30311, 0, 'ok')
(1455.93, 0.0, 30375, 30887, 30183, 30311, 0, 'ok')
(1455.98, 0.0, 30407, 30855, 30151, 30311, 0, 'ok')
(1456.03, 0.0, 30407, 30855, 30183, 30311, 0, 'ok')
(1456.08, 0.0, 30407, 30919, 30151, 30311, 0, 'ok')
(1456.14, 0.0, 30375, 30919, 30183, 30311, 0, 'ok')
(1456.19, 0.0, 30407, 30887, 30183, 30311, 0, 'ok')
(1456.24, 0.0, 30375, 30887, 30151, 30311, 0, 'ok')
(1456.29, 0.0, 30407, 30887, 30183, 30311, 0, 'ok')
(1456.34, 0.0, 30407, 30919, 30183, 30311, 0, 'ok')
(1456.4, 0.0, 30407, 30919, 30183, 30311, 0, 'ok')
(1456.45, 0.0, 30439, 30887, 30151, 30311, 0, 'ok')
(1456.5, 0.0, 30407, 30919, 30183, 30311, 0, 'ok')
(1456.55, 0.0, 30407, 30887, 30183, 30311, 0, 'ok')
(1456.61, 0.0, 30375, 30887, 30183, 30311, 0, 'ok')
(1456.66, 0.0, 30439, 30855, 30183, 30311, 0, 'ok')
(1456.71, 0.0, 30375, 30887, 30183, 30311, 0, 'ok')
(1456.76, 0.0, 30407, 30951, 30183, 30311, 0, 'ok')
(1456.82, 0.0, 30375, 30887, 30215, 30311, 0, 'ok')
(1456.87, 0.0, 30375, 30855, 30183, 30311, 0, 'ok')
(1456.92, 0.0, 30407, 30887, 30183, 30343, 0, 'ok')
(1456.97, 0.0, 30407, 30887, 30183, 30311, 0, 'ok')
(1457.02, 0.0, 30407, 30887, 30183, 30311, 0, 'ok')
(1457.08, 0.0, 30375, 30855, 30183, 30311, 0, 'ok')
(1457.13, 0.0, 30407, 30887, 30183, 30343, 0, 'ok')
(1457.18, 0.0, 30407, 30823, 30183, 30343, 0, 'ok')
(1457.23, 0.0, 30407, 30887, 30183, 30311, 0, 'ok')
(1457.29, 0.0, 30407, 30887, 30183, 30311, 0, 'ok')
(1457.34, 0.0, 30375, 30887, 30183, 30311, 0, 'ok')
